"","Year","Pop","CPI","ISO","R.Pop","U.Pop","R.CPI","U.CPI"
"422",2014,"0.351694",NA,"BLZ",NA,NA,NA,NA
"423",2013,"0.344181",NA,"BLZ",NA,NA,NA,NA
"424",2012,"0.336701",NA,"BLZ",NA,NA,NA,NA
"425",2011,"0.329192",NA,"BLZ",NA,NA,NA,NA
"426",2010,"0.321608",NA,"BLZ",NA,NA,NA,NA
"427",2009,"0.313929",NA,"BLZ",NA,NA,NA,NA
"428",2008,"0.306165",NA,"BLZ",NA,NA,NA,NA
"429",2007,"0.298407",NA,"BLZ",NA,NA,NA,NA
"430",2006,"0.290747",NA,"BLZ",NA,NA,NA,NA
"431",2005,"0.283277",NA,"BLZ",NA,NA,NA,NA
"432",2004,"0.276089",NA,"BLZ",NA,NA,NA,NA
"433",2003,"0.26913",NA,"BLZ",NA,NA,NA,NA
"434",2002,"0.262206",NA,"BLZ",NA,NA,NA,NA
"435",2001,"0.254984",NA,"BLZ",NA,NA,NA,NA
"436",2000,"0.247315",NA,"BLZ",NA,NA,NA,NA
"437",1999,"0.239026",0.813482,"BLZ",NA,NA,NA,NA
"438",1998,"0.230284",0.792702,"BLZ",NA,NA,NA,NA
"439",1997,"0.221606",0.775674,"BLZ",NA,NA,NA,NA
"440",1996,"0.213676",0.766863,"BLZ",NA,NA,NA,NA
"441",1995,"0.206963",0.723694,"BLZ",NA,NA,NA,NA
"442",1994,"0.201674",0.703369,"BLZ",NA,NA,NA,NA
"443",1993,"0.197616",0.68575,"BLZ",NA,NA,NA,NA
"444",1992,"0.194317",NA,"BLZ",NA,NA,NA,NA
"445",1991,"0.191126",NA,"BLZ",NA,NA,NA,NA
"446",1990,"0.187552",NA,"BLZ",NA,NA,NA,NA
"447",1989,"0.183469",NA,"BLZ",NA,NA,NA,NA
"448",1988,"0.179028",NA,"BLZ",NA,NA,NA,NA
"449",1987,"0.17432",NA,"BLZ",NA,NA,NA,NA
"450",1986,"0.169568",NA,"BLZ",NA,NA,NA,NA
"451",1985,"0.164921",NA,"BLZ",NA,NA,NA,NA
"452",1984,"0.160347",NA,"BLZ",NA,NA,NA,NA
"453",1983,"0.155822",NA,"BLZ",NA,NA,NA,NA
"454",1982,"0.1515",NA,"BLZ",NA,NA,NA,NA
"455",1981,"0.147566",NA,"BLZ",NA,NA,NA,NA
"456",1980,"0.144155",NA,"BLZ",NA,NA,NA,NA
"457",2017,"11.176",NA,"BEN",NA,NA,NA,NA
"458",2016,"10.8723",NA,"BEN",NA,NA,NA,NA
"459",2015,"10.576",1.06962,"BEN",NA,NA,NA,NA
"460",2014,"10.2867",NA,"BEN",NA,NA,NA,NA
"461",2013,"10.0045",NA,"BEN",NA,NA,NA,NA
"462",2012,"9.72916",NA,"BEN",NA,NA,NA,NA
"463",2011,"9.4608",1.02229,"BEN",NA,NA,NA,NA
"464",2010,"9.19926",NA,"BEN",NA,NA,NA,NA
"465",2009,"8.94471",NA,"BEN",NA,NA,NA,NA
"466",2008,"8.69692",NA,"BEN",NA,NA,NA,NA
"467",2007,"8.45479",NA,"BEN",NA,NA,NA,NA
"468",2006,"8.2169",NA,"BEN",NA,NA,NA,NA
"469",2005,"7.98223",NA,"BEN",NA,NA,NA,NA
"470",2004,"7.75",NA,"BEN",NA,NA,NA,NA
"471",2003,"7.52056",0.772311,"BEN",NA,NA,NA,NA
"472",2002,"7.29539",NA,"BEN",NA,NA,NA,NA
"473",2001,"7.07673",NA,"BEN",NA,NA,NA,NA
"474",2000,"6.86595",NA,"BEN",NA,NA,NA,NA
"475",1999,"6.6641",NA,"BEN",NA,NA,NA,NA
"476",1998,"6.47027",NA,"BEN",NA,NA,NA,NA
"477",1997,"6.28164",NA,"BEN",NA,NA,NA,NA
"478",1996,"6.09426",NA,"BEN",NA,NA,NA,NA
"479",1995,"5.90556",NA,"BEN",NA,NA,NA,NA
"480",1994,"5.71422",NA,"BEN",NA,NA,NA,NA
"481",1993,"5.52176",NA,"BEN",NA,NA,NA,NA
"482",1992,"5.3318",NA,"BEN",NA,NA,NA,NA
"483",1991,"5.1495",NA,"BEN",NA,NA,NA,NA
"484",1990,"4.9785",NA,"BEN",NA,NA,NA,NA
"485",1989,"4.82002",NA,"BEN",NA,NA,NA,NA
"486",1988,"4.67285",NA,"BEN",NA,NA,NA,NA
"487",1987,"4.53526",NA,"BEN",NA,NA,NA,NA
"488",1986,"4.40451",NA,"BEN",NA,NA,NA,NA
"489",1985,"4.2785",NA,"BEN",NA,NA,NA,NA
"490",1984,"4.15682",NA,"BEN",NA,NA,NA,NA
"491",1983,"4.03995",NA,"BEN",NA,NA,NA,NA
"492",1982,"3.92771",NA,"BEN",NA,NA,NA,NA
"493",1981,"3.82013",NA,"BEN",NA,NA,NA,NA
"494",1980,"3.71717",NA,"BEN",NA,NA,NA,NA
"495",2017,"0.808",1.47958,"BTN",NA,NA,NA,NA
"496",2016,"0.797765",NA,"BTN",NA,NA,NA,NA
"497",2015,"0.787386",NA,"BTN",NA,NA,NA,NA
"498",2014,"0.776448",NA,"BTN",NA,NA,NA,NA
"499",2013,"0.764961",NA,"BTN",NA,NA,NA,NA
"500",2012,"0.752967",1.1092,"BTN",NA,NA,NA,NA
"501",2011,"0.74051",NA,"BTN",NA,NA,NA,NA
"502",2010,"0.727641",NA,"BTN",NA,NA,NA,NA
"503",2009,"0.714458",NA,"BTN",NA,NA,NA,NA
"504",2008,"0.70095",NA,"BTN",NA,NA,NA,NA
"505",2007,"0.686958",0.759221,"BTN",NA,NA,NA,NA
"506",2006,"0.672228",NA,"BTN",NA,NA,NA,NA
"507",2005,"0.656639",NA,"BTN",NA,NA,NA,NA
"508",2004,"0.640282",NA,"BTN",NA,NA,NA,NA
"509",2003,"0.623434",0.621124,"BTN",NA,NA,NA,NA
"510",2002,"0.606399",NA,"BTN",NA,NA,NA,NA
"511",2001,"0.5896",NA,"BTN",NA,NA,NA,NA
"512",2000,"0.573416",NA,"BTN",NA,NA,NA,NA
"513",1999,"0.557543",NA,"BTN",NA,NA,NA,NA
"514",1998,"0.542155",NA,"BTN",NA,NA,NA,NA
"515",1997,"0.528754",NA,"BTN",NA,NA,NA,NA
"516",1996,"0.519282",NA,"BTN",NA,NA,NA,NA
"517",1995,"0.514877",NA,"BTN",NA,NA,NA,NA
"518",1994,"0.516503",NA,"BTN",NA,NA,NA,NA
"519",1993,"0.523117",NA,"BTN",NA,NA,NA,NA
"520",1992,"0.531525",NA,"BTN",NA,NA,NA,NA
"521",1991,"0.537284",NA,"BTN",NA,NA,NA,NA
"522",1990,"0.53728",NA,"BTN",NA,NA,NA,NA
"523",1989,"0.530257",NA,"BTN",NA,NA,NA,NA
"524",1988,"0.517273",NA,"BTN",NA,NA,NA,NA
"525",1987,"0.500437",NA,"BTN",NA,NA,NA,NA
"526",1986,"0.482952",NA,"BTN",NA,NA,NA,NA
"527",1985,"0.467178",NA,"BTN",NA,NA,NA,NA
"528",1984,"0.45372",NA,"BTN",NA,NA,NA,NA
"529",1983,"0.441847",NA,"BTN",NA,NA,NA,NA
"530",1982,"0.43105",NA,"BTN",NA,NA,NA,NA
"531",1981,"0.42038",NA,"BTN",NA,NA,NA,NA
"532",1980,"0.409172",NA,"BTN",NA,NA,NA,NA
"533",2017,"11.052",NA,"BOL","3.39263","7.65937",NA,NA
"534",2016,"10.8879",1.27307,"BOL","3.38493","7.50295",NA,NA
"535",2015,"10.7247",1.23004,"BOL","3.377","7.34771",NA,NA
"536",2014,"10.5622",1.17902,"BOL","3.36859","7.19357",NA,NA
"537",2013,"10.4003",1.13769,"BOL","3.3597","7.04056",NA,NA
"538",2012,"10.239",1.05824,"BOL","3.3503","6.8887",NA,NA
"539",2011,"10.0783",1.01429,"BOL","3.34047","6.73788",NA,NA
"540",2010,"9.91824",NA,"BOL","3.32995","6.58829",NA,NA
"541",2009,"9.75875",0.892048,"BOL","3.31885","6.4399",NA,NA
"542",2008,"9.59986",0.885133,"BOL","3.30715","6.2927",NA,NA
"543",2007,"9.44144",0.781176,"BOL","3.29469","6.14676",NA,NA
"544",2006,"9.28333",0.701652,"BOL","3.28147","6.00186",NA,NA
"545",2005,"9.12541",0.674914,"BOL","3.26744","5.85797",NA,NA
"546",2004,"8.96774",0.63957,"BOL","3.25242","5.71532",NA,NA
"547",2003,"8.81042",NA,"BOL","3.2366","5.57382",NA,NA
"548",2002,"8.65335",0.593546,"BOL","3.21982","5.43352",NA,NA
"549",2001,"8.49638",0.58033,"BOL","3.20203","5.29435",NA,NA
"550",2000,"8.33951",0.574107,"BOL","3.18286","5.15665",NA,NA
"551",1999,"8.18271",0.552747,"BOL","3.16254","5.02018",NA,NA
"552",1998,"8.02625",NA,"BOL","3.14099","4.88526",NA,NA
"553",1997,"7.87086",0.501498,"BOL","3.11843","4.75242",NA,NA
"554",1996,"7.71744",NA,"BOL","3.09539","4.62205",NA,NA
"555",1995,"7.56671",NA,"BOL","3.07209","4.49463",NA,NA
"556",1994,"7.41886",NA,"BOL","3.05768","4.36118",NA,NA
"557",1993,"7.27383",NA,"BOL","3.04286","4.23097",NA,NA
"558",1992,"7.13171",0.334768,"BOL","3.02755","4.10415",NA,NA
"559",1991,"6.99252",NA,"BOL","3.03622","3.9563",NA,NA
"560",1990,"6.85624",0.265537,"BOL","3.04575","3.81049",NA,NA
"561",1989,"6.72305",NA,"BOL","3.05421","3.66883",NA,NA
"562",1988,"6.59279",NA,"BOL","3.06149","3.53129",NA,NA
"563",1987,"6.46473",NA,"BOL","3.06758","3.39715",NA,NA
"564",1986,"6.33789",NA,"BOL","3.07166","3.26623",NA,NA
"565",1985,"6.21155",NA,"BOL","3.07354","3.13801",NA,NA
"566",1984,"6.0855",NA,"BOL","3.07293","3.01256",NA,NA
"567",1983,"5.95996",NA,"BOL","3.07021","2.88975",NA,NA
"568",1982,"5.83518",NA,"BOL","3.0651","2.77008",NA,NA
"569",1981,"5.7116",NA,"BOL","3.05805","2.65355",NA,NA
"570",1980,"5.58958",NA,"BOL","3.04906","2.54052",NA,NA
"571",2017,"3.507",NA,"BIH",NA,NA,NA,NA
"572",2016,"3.51682",NA,"BIH",NA,NA,NA,NA
"573",2015,"3.53596",1.00201,"BIH",NA,NA,NA,NA
"574",2014,"3.566",NA,"BIH",NA,NA,NA,NA
"575",2013,"3.605",NA,"BIH",NA,NA,NA,NA
"576",2012,"3.6482",NA,"BIH",NA,NA,NA,NA
"577",2011,"3.68887",1,"BIH",NA,NA,NA,NA
"578",2010,"3.72208",NA,"BIH",NA,NA,NA,NA
"579",2009,"3.74656",NA,"BIH",NA,NA,NA,NA
"580",2008,"3.7636",NA,"BIH",NA,NA,NA,NA
"581",2007,"3.774",0.882448,"BIH",NA,NA,NA,NA
"582",2006,"3.77947",NA,"BIH",NA,NA,NA,NA
"583",2005,"3.78153",NA,"BIH",NA,NA,NA,NA
"584",2004,"3.78129",0.790772,"BIH",NA,NA,NA,NA
"585",2003,"3.77925",NA,"BIH",NA,NA,NA,NA
"586",2002,"3.77581",NA,"BIH",NA,NA,NA,NA
"587",2001,"3.77128",0.781812,"BIH",NA,NA,NA,NA
"588",2000,"3.76671",NA,"BIH",NA,NA,NA,NA
"589",1999,"3.75912",NA,"BIH",NA,NA,NA,NA
"590",1998,"3.75049",NA,"BIH",NA,NA,NA,NA
"591",1997,"3.75243",NA,"BIH",NA,NA,NA,NA
"592",1996,"3.78038",NA,"BIH",NA,NA,NA,NA
"593",1995,"3.84371",NA,"BIH",NA,NA,NA,NA
"594",1994,"3.94882",NA,"BIH",NA,NA,NA,NA
"595",1993,"4.088",NA,"BIH",NA,NA,NA,NA
"596",1992,"4.23915",NA,"BIH",NA,NA,NA,NA
"597",1991,"4.3716",NA,"BIH",NA,NA,NA,NA
"598",1990,"4.46342",NA,"BIH",NA,NA,NA,NA
"599",1989,"4.50665",NA,"BIH",NA,NA,NA,NA
"600",1988,"4.50806",NA,"BIH",NA,NA,NA,NA
"601",1987,"4.47852",NA,"BIH",NA,NA,NA,NA
"602",1986,"4.4355",NA,"BIH",NA,NA,NA,NA
"603",1985,"4.39213",NA,"BIH",NA,NA,NA,NA
"604",1984,"4.35075",NA,"BIH",NA,NA,NA,NA
"605",1983,"4.30811",NA,"BIH",NA,NA,NA,NA
"606",1982,"4.26531",NA,"BIH",NA,NA,NA,NA
"607",1981,"4.22251",NA,"BIH",NA,NA,NA,NA
"608",1980,"4.17986",NA,"BIH",NA,NA,NA,NA
"609",2017,"2.292",NA,"BWA",NA,NA,NA,NA
"610",2016,"2.25026",NA,"BWA",NA,NA,NA,NA
"611",2015,"2.2092",NA,"BWA",NA,NA,NA,NA
"612",2014,"2.16857",NA,"BWA",NA,NA,NA,NA
"613",2013,"2.12851",NA,"BWA",NA,NA,NA,NA
"614",2012,"2.08932",NA,"BWA",NA,NA,NA,NA
"615",2011,"2.05134",NA,"BWA",NA,NA,NA,NA
"616",2010,"2.01487",NA,"BWA",NA,NA,NA,NA
"617",2009,"1.97988",0.877084,"BWA",NA,NA,NA,NA
"618",2008,"1.94635",NA,"BWA",NA,NA,NA,NA
"619",2007,"1.91441",NA,"BWA",NA,NA,NA,NA
"620",2006,"1.88424",NA,"BWA",NA,NA,NA,NA
"621",2005,"1.85585",NA,"BWA",NA,NA,NA,NA
"622",2004,"1.82933",NA,"BWA",NA,NA,NA,NA
"623",2003,"1.80434",NA,"BWA",NA,NA,NA,NA
"624",2002,"1.77995",0.490152,"BWA",NA,NA,NA,NA
"625",2001,"1.75494",NA,"BWA",NA,NA,NA,NA
"626",2000,"1.72834",NA,"BWA",NA,NA,NA,NA
"627",1999,"1.69986",NA,"BWA",NA,NA,NA,NA
"628",1998,"1.66963",NA,"BWA",NA,NA,NA,NA
"629",1997,"1.63764",NA,"BWA",NA,NA,NA,NA
"630",1996,"1.60406",NA,"BWA",NA,NA,NA,NA
"631",1995,"1.56909",NA,"BWA",NA,NA,NA,NA
"632",1994,"1.53262",NA,"BWA",NA,NA,NA,NA
"633",1993,"1.49469",0.230226,"BWA",NA,NA,NA,NA
"634",1992,"1.45583",NA,"BWA",NA,NA,NA,NA
"635",1991,"1.41673",NA,"BWA",NA,NA,NA,NA
"636",1990,"1.37791",NA,"BWA",NA,NA,NA,NA
"637",1989,"1.33962",NA,"BWA",NA,NA,NA,NA
"638",1988,"1.30182",NA,"BWA",NA,NA,NA,NA
"639",1987,"1.26431",NA,"BWA",NA,NA,NA,NA
"640",1986,"1.22681",NA,"BWA",NA,NA,NA,NA
"641",1985,"1.18911",0.0973966,"BWA",NA,NA,NA,NA
"642",1984,"1.15129",NA,"BWA",NA,NA,NA,NA
"643",1983,"1.11354",NA,"BWA",NA,NA,NA,NA
"644",1982,"1.07589",NA,"BWA",NA,NA,NA,NA
"645",1981,"1.0384",NA,"BWA",NA,NA,NA,NA
"646",1980,"1.00116",NA,"BWA",NA,NA,NA,NA
"647",2017,"209.288",NA,"BRA",NA,NA,NA,NA
"648",2016,"207.653",1.41114,"BRA",NA,NA,NA,NA
"649",2015,"205.962",1.31579,"BRA",NA,NA,NA,NA
"650",2014,"204.213",1.20175,"BRA",NA,NA,NA,NA
"651",2013,"202.409",1.12574,"BRA",NA,NA,NA,NA
"652",2012,"200.561",1.06347,"BRA",NA,NA,NA,NA
"653",2011,"198.687",1.01013,"BRA",NA,NA,NA,NA
"654",2010,"196.796",NA,"BRA",NA,NA,NA,NA
"655",2009,"194.896",0.899007,"BRA",NA,NA,NA,NA
"656",2008,"192.979",0.861622,"BRA",NA,NA,NA,NA
"657",2007,"191.027",0.810993,"BRA",NA,NA,NA,NA
"658",2006,"189.012",0.778798,"BRA",NA,NA,NA,NA
"659",2005,"186.917",0.751044,"BRA",NA,NA,NA,NA
"660",2004,"184.738",0.708264,"BRA",NA,NA,NA,NA
"661",2003,"182.482",0.663754,"BRA",NA,NA,NA,NA
"662",2002,"180.151",0.576463,"BRA",NA,NA,NA,NA
"663",2001,"177.751",0.534122,"BRA",NA,NA,NA,NA
"664",2000,"175.288",NA,"BRA",NA,NA,NA,NA
"665",1999,"172.759",0.465549,"BRA",NA,NA,NA,NA
"666",1998,"170.171",0.438156,"BRA",NA,NA,NA,NA
"667",1997,"167.545",0.428423,"BRA",NA,NA,NA,NA
"668",1996,"164.913",0.406106,"BRA",NA,NA,NA,NA
"669",1995,"162.297",0.358555,"BRA",NA,NA,NA,NA
"670",1994,"159.705",NA,"BRA",NA,NA,NA,NA
"671",1993,"157.133",0.0121228,"BRA",NA,NA,NA,NA
"672",1992,"154.564",0.00060823,"BRA",NA,NA,NA,NA
"673",1991,"151.977",NA,"BRA",NA,NA,NA,NA
"674",1990,"149.352",1.05789e-05,"BRA",NA,NA,NA,NA
"675",1989,"146.692",3.104e-07,"BRA",NA,NA,NA,NA
"676",1988,"144.002",2.26939e-05,"BRA",NA,NA,NA,NA
"677",1987,"141.273",2.97272e-06,"BRA",NA,NA,NA,NA
"678",1986,"138.499",7.81159e-07,"BRA",NA,NA,NA,NA
"679",1985,"135.676",3.59164e-07,"BRA",NA,NA,NA,NA
"680",1984,"132.801",1.11594e-07,"BRA",NA,NA,NA,NA
"681",1983,"129.882",3.80733e-08,"BRA",NA,NA,NA,NA
"682",1982,"126.947",1.54731e-08,"BRA",NA,NA,NA,NA
"683",1981,"124.031",7.63341e-09,"BRA",NA,NA,NA,NA
"684",1980,"121.16",NA,"BRA",NA,NA,NA,NA
"685",2017,"7.075",NA,"BGR",NA,NA,NA,NA
"686",2016,"7.12782",NA,"BGR",NA,NA,NA,NA
"687",2015,"7.17799",1.02291,"BGR",NA,NA,NA,NA
"688",2014,"7.22394",1.02398,"BGR",NA,NA,NA,NA
"689",2013,"7.26512",1.03871,"BGR",NA,NA,NA,NA
"690",2012,"7.30589",1.02955,"BGR",NA,NA,NA,NA
"691",2011,"7.34833",1,"BGR",NA,NA,NA,NA
"692",2010,"7.3956",0.95951,"BGR",NA,NA,NA,NA
"693",2009,"7.44444",0.936664,"BGR",NA,NA,NA,NA
"694",2008,"7.49256",0.911567,"BGR",NA,NA,NA,NA
"695",2007,"7.54534",0.811373,"BGR",NA,NA,NA,NA
"696",2006,"7.60102",0.748482,"BGR",NA,NA,NA,NA
"697",2005,"7.65897",NA,"BGR",NA,NA,NA,NA
"698",2004,"7.71686",NA,"BGR",NA,NA,NA,NA
"699",2003,"7.77533",0.624691,"BGR",NA,NA,NA,NA
"700",2002,"7.83716",NA,"BGR",NA,NA,NA,NA
"701",2001,"8.00914",0.577922,"BGR",NA,NA,NA,NA
"702",2000,"8.17017",NA,"BGR",NA,NA,NA,NA
"703",1999,"8.21062",NA,"BGR",NA,NA,NA,NA
"704",1998,"8.25679",NA,"BGR",NA,NA,NA,NA
"705",1997,"8.31207",0.400868,"BGR",NA,NA,NA,NA
"706",1996,"8.36283",NA,"BGR",NA,NA,NA,NA
"707",1995,"8.40607",0.0156159,"BGR",NA,NA,NA,NA
"708",1994,"8.44359",0.00963621,"BGR",NA,NA,NA,NA
"709",1993,"8.47231",NA,"BGR",NA,NA,NA,NA
"710",1992,"8.54016",0.00284303,"BGR",NA,NA,NA,NA
"711",1991,"8.63237",NA,"BGR",NA,NA,NA,NA
"712",1990,"8.71829",NA,"BGR",NA,NA,NA,NA
"713",1989,"8.87697",0.000273799,"BGR",NA,NA,NA,NA
"714",1988,"8.98145",NA,"BGR",NA,NA,NA,NA
"715",1987,"8.97136",NA,"BGR",NA,NA,NA,NA
"716",1986,"8.95817",NA,"BGR",NA,NA,NA,NA
"717",1985,"8.96055",NA,"BGR",NA,NA,NA,NA
"718",1984,"8.96068",NA,"BGR",NA,NA,NA,NA
"719",1983,"8.93974",NA,"BGR",NA,NA,NA,NA
"720",1982,"8.91746",NA,"BGR",NA,NA,NA,NA
"721",1981,"8.89112",NA,"BGR",NA,NA,NA,NA
"722",1980,"8.86154",NA,"BGR",NA,NA,NA,NA
"723",2017,"19.193",NA,"BFA",NA,NA,NA,NA
"724",2016,"18.6464",NA,"BFA",NA,NA,NA,NA
"725",2015,"18.1106",NA,"BFA",NA,NA,NA,NA
"726",2014,"17.586",1.04103,"BFA",NA,NA,NA,NA
"727",2013,"17.0727",NA,"BFA",NA,NA,NA,NA
"728",2012,"16.5712",NA,"BFA",NA,NA,NA,NA
"729",2011,"16.0819",NA,"BFA",NA,NA,NA,NA
"730",2010,"15.6052",NA,"BFA",NA,NA,NA,NA
"731",2009,"15.1411",0.980638,"BFA",NA,NA,NA,NA
"732",2008,"14.6897",NA,"BFA",NA,NA,NA,NA
"733",2007,"14.252",NA,"BFA",NA,NA,NA,NA
"734",2006,"13.8292",NA,"BFA",NA,NA,NA,NA
"735",2005,"13.4219",NA,"BFA",NA,NA,NA,NA
"736",2004,"13.0306",NA,"BFA",NA,NA,NA,NA
"737",2003,"12.6546",0.798109,"BFA",NA,NA,NA,NA
"738",2002,"12.2931",NA,"BFA",NA,NA,NA,NA
"739",2001,"11.9446",NA,"BFA",NA,NA,NA,NA
"740",2000,"11.6079",NA,"BFA",NA,NA,NA,NA
"741",1999,"11.2827",NA,"BFA",NA,NA,NA,NA
"742",1998,"10.9687",0.739186,"BFA",NA,NA,NA,NA
"743",1997,"10.6655",NA,"BFA",NA,NA,NA,NA
"744",1996,"10.3727",NA,"BFA",NA,NA,NA,NA
"745",1995,"10.0899",NA,"BFA",NA,NA,NA,NA
"746",1994,"9.81659",0.614237,"BFA",NA,NA,NA,NA
"747",1993,"9.55248",NA,"BFA",NA,NA,NA,NA
"748",1992,"9.29711",NA,"BFA",NA,NA,NA,NA
"749",1991,"9.05008",NA,"BFA",NA,NA,NA,NA
"750",1990,"8.81103",NA,"BFA",NA,NA,NA,NA
"751",1989,"8.57982",NA,"BFA",NA,NA,NA,NA
"752",1988,"8.35631",NA,"BFA",NA,NA,NA,NA
"753",1987,"8.14007",NA,"BFA",NA,NA,NA,NA
"754",1986,"7.93069",NA,"BFA",NA,NA,NA,NA
"755",1985,"7.72791",NA,"BFA",NA,NA,NA,NA
"756",1984,"7.53124",NA,"BFA",NA,NA,NA,NA
"757",1983,"7.34091",NA,"BFA",NA,NA,NA,NA
"758",1982,"7.15826",NA,"BFA",NA,NA,NA,NA
"759",1981,"6.98516",NA,"BFA",NA,NA,NA,NA
"760",1980,"6.82284",NA,"BFA",NA,NA,NA,NA
"761",2017,"10.864",NA,"BDI",NA,NA,NA,NA
"762",2016,"10.5241",NA,"BDI",NA,NA,NA,NA
"763",2015,"10.1993",NA,"BDI",NA,NA,NA,NA
"764",2014,"9.89179",NA,"BDI",NA,NA,NA,NA
"765",2013,"9.60019",1.30176,"BDI",NA,NA,NA,NA
"766",2012,"9.31971",NA,"BDI",NA,NA,NA,NA
"767",2011,"9.04351",NA,"BDI",NA,NA,NA,NA
"768",2010,"8.76693",NA,"BDI",NA,NA,NA,NA
"769",2009,"8.48903",NA,"BDI",NA,NA,NA,NA
"770",2008,"8.21226",NA,"BDI",NA,NA,NA,NA
"771",2007,"7.93957",NA,"BDI",NA,NA,NA,NA
"772",2006,"7.67534",0.573936,"BDI",NA,NA,NA,NA
"773",2005,"7.42329",NA,"BDI",NA,NA,NA,NA
"774",2004,"7.18245",NA,"BDI",NA,NA,NA,NA
"775",2003,"6.95311",NA,"BDI",NA,NA,NA,NA
"776",2002,"6.74157",NA,"BDI",NA,NA,NA,NA
"777",2001,"6.55583",NA,"BDI",NA,NA,NA,NA
"778",2000,"6.40071",NA,"BDI",NA,NA,NA,NA
"779",1999,"6.27894",NA,"BDI",NA,NA,NA,NA
"780",1998,"6.18635",0.302293,"BDI",NA,NA,NA,NA
"781",1997,"6.1121",NA,"BDI",NA,NA,NA,NA
"782",1996,"6.04111",NA,"BDI",NA,NA,NA,NA
"783",1995,"5.96206",NA,"BDI",NA,NA,NA,NA
"784",1994,"5.87161",NA,"BDI",NA,NA,NA,NA
"785",1993,"5.7714",NA,"BDI",NA,NA,NA,NA
"786",1992,"5.66114",0.106095,"BDI",NA,NA,NA,NA
"787",1991,"5.54205",NA,"BDI",NA,NA,NA,NA
"788",1990,"5.41542",NA,"BDI",NA,NA,NA,NA
"789",1989,"5.28002",NA,"BDI",NA,NA,NA,NA
"790",1988,"5.13596",NA,"BDI",NA,NA,NA,NA
"791",1987,"4.98774",NA,"BDI",NA,NA,NA,NA
"792",1986,"4.84157",NA,"BDI",NA,NA,NA,NA
"793",1985,"4.70207",NA,"BDI",NA,NA,NA,NA
"794",1984,"4.57129",NA,"BDI",NA,NA,NA,NA
"795",1983,"4.44873",NA,"BDI",NA,NA,NA,NA
"796",1982,"4.33339",NA,"BDI",NA,NA,NA,NA
"797",1981,"4.2232",NA,"BDI",NA,NA,NA,NA
"798",1980,"4.11682",NA,"BDI",NA,NA,NA,NA
"799",2017,"0.546",NA,"CPV",NA,NA,NA,NA
"800",2016,"0.53956",NA,"CPV",NA,NA,NA,NA
"801",2015,"0.532913",NA,"CPV",NA,NA,NA,NA
"802",2014,"0.526437",NA,"CPV",NA,NA,NA,NA
"803",2013,"0.520106",NA,"CPV",NA,NA,NA,NA
"804",2012,"0.513979",NA,"CPV",NA,NA,NA,NA
"805",2011,"0.508067",NA,"CPV",NA,NA,NA,NA
"806",2010,"0.502384",NA,"CPV",NA,NA,NA,NA
"807",2009,"0.496963",NA,"CPV",NA,NA,NA,NA
"808",2008,"0.491723",NA,"CPV",NA,NA,NA,NA
"809",2007,"0.486438",0.889038,"CPV",NA,NA,NA,NA
"810",2006,"0.480795",NA,"CPV",NA,NA,NA,NA
"811",2005,"0.474567",NA,"CPV",NA,NA,NA,NA
"812",2004,"0.467664",NA,"CPV",NA,NA,NA,NA
"813",2003,"0.460147",NA,"CPV",NA,NA,NA,NA
"814",2002,"0.452106",NA,"CPV",NA,NA,NA,NA
"815",2001,"0.443716",0.78948,"CPV",NA,NA,NA,NA
"816",2000,"0.435079",NA,"CPV",NA,NA,NA,NA
"817",1999,"0.426285",NA,"CPV",NA,NA,NA,NA
"818",1998,"0.417323",NA,"CPV",NA,NA,NA,NA
"819",1997,"0.408175",NA,"CPV",NA,NA,NA,NA
"820",1996,"0.398773",NA,"CPV",NA,NA,NA,NA
"821",1995,"0.389127",NA,"CPV",NA,NA,NA,NA
"822",1994,"0.379156",NA,"CPV",NA,NA,NA,NA
"823",1993,"0.369014",NA,"CPV",NA,NA,NA,NA
"824",1992,"0.35909",NA,"CPV",NA,NA,NA,NA
"825",1991,"0.349934",NA,"CPV",NA,NA,NA,NA
"826",1990,"0.341883",NA,"CPV",NA,NA,NA,NA
"827",1989,"0.335184",NA,"CPV",NA,NA,NA,NA
"828",1988,"0.329671",NA,"CPV",NA,NA,NA,NA
"829",1987,"0.324893",NA,"CPV",NA,NA,NA,NA
"830",1986,"0.320183",NA,"CPV",NA,NA,NA,NA
"831",1985,"0.315069",NA,"CPV",NA,NA,NA,NA
"832",1984,"0.309397",NA,"CPV",NA,NA,NA,NA
"833",1983,"0.303368",NA,"CPV",NA,NA,NA,NA
"834",1982,"0.297285",NA,"CPV",NA,NA,NA,NA
"835",1981,"0.291602",NA,"CPV",NA,NA,NA,NA
"836",1980,"0.286657",NA,"CPV",NA,NA,NA,NA
"837",2017,"24.054",NA,"CMR",NA,NA,NA,NA
"838",2016,"23.4392",NA,"CMR",NA,NA,NA,NA
"839",2015,"22.8345",NA,"CMR",NA,NA,NA,NA
"840",2014,"22.2399",1.06989,"CMR",NA,NA,NA,NA
"841",2013,"21.6557",NA,"CMR",NA,NA,NA,NA
"842",2012,"21.0824",NA,"CMR",NA,NA,NA,NA
"843",2011,"20.5204",NA,"CMR",NA,NA,NA,NA
"844",2010,"19.9705",NA,"CMR",NA,NA,NA,NA
"845",2009,"19.4325",NA,"CMR",NA,NA,NA,NA
