"","Year","Pop","CPI","ISO","R.Pop","U.Pop","R.CPI","U.CPI"
"5219",2007,"19.6328",NA,"SYR",NA,NA,NA,NA
"5220",2006,"18.915",NA,"SYR",NA,NA,NA,NA
"5221",2005,"18.2946",NA,"SYR",NA,NA,NA,NA
"5222",2004,"17.8066",0.626098,"SYR",NA,NA,NA,NA
"5223",2003,"17.4153",NA,"SYR",NA,NA,NA,NA
"5224",2002,"17.0879",NA,"SYR",NA,NA,NA,NA
"5225",2001,"16.7669",NA,"SYR",NA,NA,NA,NA
"5226",2000,"16.4108",NA,"SYR",NA,NA,NA,NA
"5227",1999,"16.0161",NA,"SYR",NA,NA,NA,NA
"5228",1998,"15.6022",NA,"SYR",NA,NA,NA,NA
"5229",1997,"15.1775",NA,"SYR",NA,NA,NA,NA
"5230",1996,"14.7553",NA,"SYR",NA,NA,NA,NA
"5231",1995,"14.3455",NA,"SYR",NA,NA,NA,NA
"5232",1994,"13.9497",NA,"SYR",NA,NA,NA,NA
"5233",1993,"13.5642",NA,"SYR",NA,NA,NA,NA
"5234",1992,"13.1871",NA,"SYR",NA,NA,NA,NA
"5235",1991,"12.8152",NA,"SYR",NA,NA,NA,NA
"5236",1990,"12.4462",NA,"SYR",NA,NA,NA,NA
"5237",1989,"12.0804",NA,"SYR",NA,NA,NA,NA
"5238",1988,"11.7191",NA,"SYR",NA,NA,NA,NA
"5239",1987,"11.3609",NA,"SYR",NA,NA,NA,NA
"5240",1986,"11.0043",NA,"SYR",NA,NA,NA,NA
"5241",1985,"10.6486",NA,"SYR",NA,NA,NA,NA
"5242",1984,"10.293",NA,"SYR",NA,NA,NA,NA
"5243",1983,"9.93885",NA,"SYR",NA,NA,NA,NA
"5244",1982,"9.59023",NA,"SYR",NA,NA,NA,NA
"5245",1981,"9.25285",NA,"SYR",NA,NA,NA,NA
"5246",1980,"8.93077",NA,"SYR",NA,NA,NA,NA
"5247",2017,"8.921",NA,"TJK",NA,NA,NA,NA
"5248",2016,"8.73495",NA,"TJK",NA,NA,NA,NA
"5249",2015,"8.54865",1.24655,"TJK",NA,NA,NA,NA
"5250",2014,"8.36275",NA,"TJK",NA,NA,NA,NA
"5251",2013,"8.17781",NA,"TJK",NA,NA,NA,NA
"5252",2012,"7.99506",NA,"TJK",NA,NA,NA,NA
"5253",2011,"7.81595",NA,"TJK",NA,NA,NA,NA
"5254",2010,"7.64163",NA,"TJK",NA,NA,NA,NA
"5255",2009,"7.47282",0.835777,"TJK",NA,NA,NA,NA
"5256",2008,"7.30973",NA,"TJK",NA,NA,NA,NA
"5257",2007,"7.15239",0.651735,"TJK",NA,NA,NA,NA
"5258",2006,"7.00056",NA,"TJK",NA,NA,NA,NA
"5259",2005,"6.85418",NA,"TJK",NA,NA,NA,NA
"5260",2004,"6.71284",0.279381,"TJK",NA,NA,NA,NA
"5261",2003,"6.57688",0.260758,"TJK",NA,NA,NA,NA
"5262",2002,"6.44769",NA,"TJK",NA,NA,NA,NA
"5263",2001,"6.32713",NA,"TJK",NA,NA,NA,NA
"5264",2000,"6.21621",NA,"TJK",NA,NA,NA,NA
"5265",1999,"6.11489",0.108481,"TJK",NA,NA,NA,NA
"5266",1998,"6.02169",NA,"TJK",NA,NA,NA,NA
"5267",1997,"5.93428",NA,"TJK",NA,NA,NA,NA
"5268",1996,"5.84954",NA,"TJK",NA,NA,NA,NA
"5269",1995,"5.76471",NA,"TJK",NA,NA,NA,NA
"5270",1994,"5.67983",NA,"TJK",NA,NA,NA,NA
"5271",1993,"5.59411",NA,"TJK",NA,NA,NA,NA
"5272",1992,"5.50298",NA,"TJK",NA,NA,NA,NA
"5273",1991,"5.40071",NA,"TJK",NA,NA,NA,NA
"5274",1990,"5.28373",NA,"TJK",NA,NA,NA,NA
"5275",1989,"5.1498",NA,"TJK",NA,NA,NA,NA
"5276",1988,"5.00111",NA,"TJK",NA,NA,NA,NA
"5277",1987,"4.84395",NA,"TJK",NA,NA,NA,NA
"5278",1986,"4.68728",NA,"TJK",NA,NA,NA,NA
"5279",1985,"4.53779",NA,"TJK",NA,NA,NA,NA
"5280",1984,"4.39753",NA,"TJK",NA,NA,NA,NA
"5281",1983,"4.26525",NA,"TJK",NA,NA,NA,NA
"5282",1982,"4.14026",NA,"TJK",NA,NA,NA,NA
"5283",1981,"4.02078",NA,"TJK",NA,NA,NA,NA
"5284",1980,"3.90541",NA,"TJK",NA,NA,NA,NA
"5285",2017,"57.31",NA,"TZA",NA,NA,NA,NA
"5286",2016,"55.5722",NA,"TZA",NA,NA,NA,NA
"5287",2015,"53.88",NA,"TZA",NA,NA,NA,NA
"5288",2014,"52.2349",NA,"TZA",NA,NA,NA,NA
"5289",2013,"50.6366",NA,"TZA",NA,NA,NA,NA
"5290",2012,"49.083",NA,"TZA",NA,NA,NA,NA
"5291",2011,"47.5709",1.12321,"TZA",NA,NA,NA,NA
"5292",2010,"46.0986",NA,"TZA",NA,NA,NA,NA
"5293",2009,"44.6642",NA,"TZA",NA,NA,NA,NA
"5294",2008,"43.2701",NA,"TZA",NA,NA,NA,NA
"5295",2007,"41.9237",0.675657,"TZA",NA,NA,NA,NA
"5296",2006,"40.6349",NA,"TZA",NA,NA,NA,NA
"5297",2005,"39.4105",NA,"TZA",NA,NA,NA,NA
"5298",2004,"38.25",NA,"TZA",NA,NA,NA,NA
"5299",2003,"37.1491",NA,"TZA",NA,NA,NA,NA
"5300",2002,"36.1058",NA,"TZA",NA,NA,NA,NA
"5301",2001,"35.117",NA,"TZA",NA,NA,NA,NA
"5302",2000,"34.178",0.46664,"TZA",NA,NA,NA,NA
"5303",1999,"33.2915",NA,"TZA",NA,NA,NA,NA
"5304",1998,"32.4517",NA,"TZA",NA,NA,NA,NA
"5305",1997,"31.6353",NA,"TZA",NA,NA,NA,NA
"5306",1996,"30.8119",NA,"TZA",NA,NA,NA,NA
"5307",1995,"29.9608",NA,"TZA",NA,NA,NA,NA
"5308",1994,"29.0706",NA,"TZA",NA,NA,NA,NA
"5309",1993,"28.1493",NA,"TZA",NA,NA,NA,NA
"5310",1992,"27.2196",NA,"TZA",NA,NA,NA,NA
"5311",1991,"26.315",0.116706,"TZA",NA,NA,NA,NA
"5312",1990,"25.4596",NA,"TZA",NA,NA,NA,NA
"5313",1989,"24.6606",NA,"TZA",NA,NA,NA,NA
"5314",1988,"23.91",NA,"TZA",NA,NA,NA,NA
"5315",1987,"23.1985",NA,"TZA",NA,NA,NA,NA
"5316",1986,"22.5112",NA,"TZA",NA,NA,NA,NA
"5317",1985,"21.837",NA,"TZA",NA,NA,NA,NA
"5318",1984,"21.1736",NA,"TZA",NA,NA,NA,NA
"5319",1983,"20.5247",NA,"TZA",NA,NA,NA,NA
"5320",1982,"19.8915",NA,"TZA",NA,NA,NA,NA
"5321",1981,"19.2771",NA,"TZA",NA,NA,NA,NA
"5322",1980,"18.6832",NA,"TZA",NA,NA,NA,NA
"5323",2017,"69.038",NA,"THA",NA,NA,NA,NA
"5324",2016,"68.8635",NA,"THA",NA,NA,NA,NA
"5325",2015,"68.6576",1.06298,"THA",NA,NA,NA,NA
"5326",2014,"68.4168",1.07263,"THA",NA,NA,NA,NA
"5327",2013,"68.1431",1.05267,"THA",NA,NA,NA,NA
"5328",2012,"67.844",1.03017,"THA",NA,NA,NA,NA
"5329",2011,"67.5301",1,"THA",NA,NA,NA,NA
"5330",2010,"67.2088",0.96331,"THA",NA,NA,NA,NA
"5331",2009,"66.8819",0.932719,"THA",NA,NA,NA,NA
"5332",2008,"66.5458",0.940926,"THA",NA,NA,NA,NA
"5333",2007,"66.1956",0.89214,"THA",NA,NA,NA,NA
"5334",2006,"65.8242",0.872581,"THA",NA,NA,NA,NA
"5335",2005,"65.4255",NA,"THA",NA,NA,NA,NA
"5336",2004,"65.0022",0.79769,"THA",NA,NA,NA,NA
"5337",2003,"64.555",NA,"THA",NA,NA,NA,NA
"5338",2002,"64.0732",0.762513,"THA",NA,NA,NA,NA
"5339",2001,"63.5433",NA,"THA",NA,NA,NA,NA
"5340",2000,"62.958",0.745111,"THA",NA,NA,NA,NA
"5341",1999,"62.3067",0.733435,"THA",NA,NA,NA,NA
"5342",1998,"61.5973",0.731352,"THA",NA,NA,NA,NA
"5343",1997,"60.8635",NA,"THA",NA,NA,NA,NA
"5344",1996,"60.1515",0.641142,"THA",NA,NA,NA,NA
"5345",1995,"59.4918",NA,"THA",NA,NA,NA,NA
"5346",1994,"58.9017",0.572647,"THA",NA,NA,NA,NA
"5347",1993,"58.3649",NA,"THA",NA,NA,NA,NA
"5348",1992,"57.8379",0.527654,"THA",NA,NA,NA,NA
"5349",1991,"57.2584",NA,"THA",NA,NA,NA,NA
"5350",1990,"56.5828",0.479313,"THA",NA,NA,NA,NA
"5351",1989,"55.7951",NA,"THA",NA,NA,NA,NA
"5352",1988,"54.9123",0.429748,"THA",NA,NA,NA,NA
"5353",1987,"53.9644",NA,"THA",NA,NA,NA,NA
"5354",1986,"52.9965",NA,"THA",NA,NA,NA,NA
"5355",1985,"52.0415",NA,"THA",NA,NA,NA,NA
"5356",1984,"51.1081",NA,"THA",NA,NA,NA,NA
"5357",1983,"50.1862",NA,"THA",NA,NA,NA,NA
"5358",1982,"49.2676",NA,"THA",NA,NA,NA,NA
"5359",1981,"48.3375",0.351498,"THA",NA,NA,NA,NA
"5360",1980,"47.3853",NA,"THA",NA,NA,NA,NA
"5361",NA,NA,NA,"TLS",NA,NA,NA,NA
"5362",2017,"7.798",NA,"TGO",NA,NA,NA,NA
"5363",2016,"7.60637",NA,"TGO",NA,NA,NA,NA
"5364",2015,"7.4168",1.06512,"TGO",NA,NA,NA,NA
"5365",2014,"7.22892",NA,"TGO",NA,NA,NA,NA
"5366",2013,"7.04295",NA,"TGO",NA,NA,NA,NA
"5367",2012,"6.85948",NA,"TGO",NA,NA,NA,NA
"5368",2011,"6.67928",1,"TGO",NA,NA,NA,NA
"5369",2010,"6.50295",NA,"TGO",NA,NA,NA,NA
"5370",2009,"6.33047",NA,"TGO",NA,NA,NA,NA
"5371",2008,"6.1618",NA,"TGO",NA,NA,NA,NA
"5372",2007,"5.99739",NA,"TGO",NA,NA,NA,NA
"5373",2006,"5.83779",0.836372,"TGO",NA,NA,NA,NA
"5374",2005,"5.68327",NA,"TGO",NA,NA,NA,NA
"5375",2004,"5.5346",NA,"TGO",NA,NA,NA,NA
"5376",2003,"5.3914",NA,"TGO",NA,NA,NA,NA
"5377",2002,"5.25147",NA,"TGO",NA,NA,NA,NA
"5378",2001,"5.11177",NA,"TGO",NA,NA,NA,NA
"5379",2000,"4.97037",NA,"TGO",NA,NA,NA,NA
"5380",1999,"4.8257",NA,"TGO",NA,NA,NA,NA
"5381",1998,"4.67902",NA,"TGO",NA,NA,NA,NA
"5382",1997,"4.53455",NA,"TGO",NA,NA,NA,NA
"5383",1996,"4.39824",NA,"TGO",NA,NA,NA,NA
"5384",1995,"4.27402",NA,"TGO",NA,NA,NA,NA
"5385",1994,"4.16364",NA,"TGO",NA,NA,NA,NA
"5386",1993,"4.06493",NA,"TGO",NA,NA,NA,NA
"5387",1992,"3.97333",NA,"TGO",NA,NA,NA,NA
"5388",1991,"3.88227",NA,"TGO",NA,NA,NA,NA
"5389",1990,"3.78694",NA,"TGO",NA,NA,NA,NA
"5390",1989,"3.68637",NA,"TGO",NA,NA,NA,NA
"5391",1988,"3.58193",NA,"TGO",NA,NA,NA,NA
"5392",1987,"3.47408",NA,"TGO",NA,NA,NA,NA
"5393",1986,"3.36402",NA,"TGO",NA,NA,NA,NA
"5394",1985,"3.25299",NA,"TGO",NA,NA,NA,NA
"5395",1984,"3.14024",NA,"TGO",NA,NA,NA,NA
"5396",1983,"3.02624",NA,"TGO",NA,NA,NA,NA
"5397",1982,"2.91507",NA,"TGO",NA,NA,NA,NA
"5398",1981,"2.81204",NA,"TGO",NA,NA,NA,NA
"5399",1980,"2.72084",NA,"TGO",NA,NA,NA,NA
"5400",2017,"0.108",NA,"TON",NA,NA,NA,NA
"5401",2016,"0.107122",NA,"TON",NA,NA,NA,NA
"5402",2015,"0.106364",NA,"TON",NA,NA,NA,NA
"5403",2014,"0.105782",NA,"TON",NA,NA,NA,NA
"5404",2013,"0.105328",NA,"TON",NA,NA,NA,NA
"5405",2012,"0.104951",NA,"TON",NA,NA,NA,NA
"5406",2011,"0.104577",NA,"TON",NA,NA,NA,NA
"5407",2010,"0.104137",NA,"TON",NA,NA,NA,NA
"5408",2009,"0.103604",0.908865,"TON",NA,NA,NA,NA
"5409",2008,"0.103005",NA,"TON",NA,NA,NA,NA
"5410",2007,"0.102357",NA,"TON",NA,NA,NA,NA
"5411",2006,"0.101689",NA,"TON",NA,NA,NA,NA
"5412",2005,"0.101041",NA,"TON",NA,NA,NA,NA
"5413",2004,"0.100406",NA,"TON",NA,NA,NA,NA
"5414",2003,"0.099789",NA,"TON",NA,NA,NA,NA
"5415",2002,"0.099184",NA,"TON",NA,NA,NA,NA
"5416",2001,"0.098611",0.486053,"TON",NA,NA,NA,NA
"5417",2000,"0.098082",NA,"TON",NA,NA,NA,NA
"5418",1999,"0.097591",NA,"TON",NA,NA,NA,NA
"5419",1998,"0.097135",NA,"TON",NA,NA,NA,NA
"5420",1997,"0.096725",NA,"TON",NA,NA,NA,NA
"5421",1996,"0.096369",NA,"TON",NA,NA,NA,NA
"5422",1995,"0.096076",NA,"TON",NA,NA,NA,NA
"5423",1994,"0.095833",NA,"TON",NA,NA,NA,NA
"5424",1993,"0.095644",NA,"TON",NA,NA,NA,NA
"5425",1992,"0.095496",NA,"TON",NA,NA,NA,NA
"5426",1991,"0.095333",NA,"TON",NA,NA,NA,NA
"5427",1990,"0.095153",NA,"TON",NA,NA,NA,NA
"5428",1989,"0.094929",NA,"TON",NA,NA,NA,NA
"5429",1988,"0.094667",NA,"TON",NA,NA,NA,NA
"5430",1987,"0.094384",NA,"TON",NA,NA,NA,NA
"5431",1986,"0.094145",NA,"TON",NA,NA,NA,NA
"5432",1985,"0.093953",NA,"TON",NA,NA,NA,NA
"5433",1984,"0.093842",NA,"TON",NA,NA,NA,NA
"5434",1983,"0.093774",NA,"TON",NA,NA,NA,NA
"5435",1982,"0.093681",NA,"TON",NA,NA,NA,NA
"5436",1981,"0.093453",NA,"TON",NA,NA,NA,NA
"5437",1980,"0.093007",NA,"TON",NA,NA,NA,NA
"5438",2017,"1.369",NA,"TTO",NA,NA,NA,NA
"5439",2016,"1.36496",NA,"TTO",NA,NA,NA,NA
"5440",2015,"1.36009",NA,"TTO",NA,NA,NA,NA
"5441",2014,"1.35449",NA,"TTO",NA,NA,NA,NA
"5442",2013,"1.34825",NA,"TTO",NA,NA,NA,NA
"5443",2012,"1.34159",NA,"TTO",NA,NA,NA,NA
"5444",2011,"1.33479",NA,"TTO",NA,NA,NA,NA
"5445",2010,"1.3281",NA,"TTO",NA,NA,NA,NA
"5446",2009,"1.32162",NA,"TTO",NA,NA,NA,NA
"5447",2008,"1.31537",NA,"TTO",NA,NA,NA,NA
"5448",2007,"1.30926",NA,"TTO",NA,NA,NA,NA
"5449",2006,"1.30314",NA,"TTO",NA,NA,NA,NA
"5450",2005,"1.29693",NA,"TTO",NA,NA,NA,NA
"5451",2004,"1.29054",NA,"TTO",NA,NA,NA,NA
"5452",2003,"1.28405",NA,"TTO",NA,NA,NA,NA
"5453",2002,"1.27784",NA,"TTO",NA,NA,NA,NA
"5454",2001,"1.27238",NA,"TTO",NA,NA,NA,NA
"5455",2000,"1.26798",NA,"TTO",NA,NA,NA,NA
"5456",1999,"1.26478",NA,"TTO",NA,NA,NA,NA
"5457",1998,"1.26254",NA,"TTO",NA,NA,NA,NA
"5458",1997,"1.26068",NA,"TTO",NA,NA,NA,NA
"5459",1996,"1.25836",NA,"TTO",NA,NA,NA,NA
"5460",1995,"1.255",NA,"TTO",NA,NA,NA,NA
"5461",1994,"1.25032",NA,"TTO",NA,NA,NA,NA
"5462",1993,"1.24441",NA,"TTO",NA,NA,NA,NA
"5463",1992,"1.23749",0.316058,"TTO",NA,NA,NA,NA
"5464",1991,"1.22991",NA,"TTO",NA,NA,NA,NA
"5465",1990,"1.2219",NA,"TTO",NA,NA,NA,NA
"5466",1989,"1.21362",NA,"TTO",NA,NA,NA,NA
"5467",1988,"1.20489",0.231063,"TTO",NA,NA,NA,NA
"5468",1987,"1.19525",NA,"TTO",NA,NA,NA,NA
"5469",1986,"1.18405",NA,"TTO",NA,NA,NA,NA
"5470",1985,"1.17093",NA,"TTO",NA,NA,NA,NA
"5471",1984,"1.1557",NA,"TTO",NA,NA,NA,NA
"5472",1983,"1.13868",NA,"TTO",NA,NA,NA,NA
"5473",1982,"1.12061",NA,"TTO",NA,NA,NA,NA
"5474",1981,"1.10256",NA,"TTO",NA,NA,NA,NA
"5475",1980,"1.08531",NA,"TTO",NA,NA,NA,NA
"5476",2017,"11.532",NA,"TUN",NA,NA,NA,NA
"5477",2016,"11.4032",NA,"TUN",NA,NA,NA,NA
"5478",2015,"11.2737",NA,"TUN",NA,NA,NA,NA
"5479",2014,"11.1439",NA,"TUN",NA,NA,NA,NA
"5480",2013,"11.0146",NA,"TUN",NA,NA,NA,NA
"5481",2012,"10.8867",NA,"TUN",NA,NA,NA,NA
"5482",2011,"10.7615",NA,"TUN",NA,NA,NA,NA
"5483",2010,"10.6399",0.979806,"TUN",NA,NA,NA,NA
"5484",2009,"10.5218",NA,"TUN",NA,NA,NA,NA
"5485",2008,"10.4073",NA,"TUN",NA,NA,NA,NA
"5486",2007,"10.2981",NA,"TUN",NA,NA,NA,NA
"5487",2006,"10.1961",NA,"TUN",NA,NA,NA,NA
"5488",2005,"10.1025",0.800046,"TUN",NA,NA,NA,NA
"5489",2004,"10.0176",NA,"TUN",NA,NA,NA,NA
"5490",2003,"9.93968",NA,"TUN",NA,NA,NA,NA
"5491",2002,"9.86433",NA,"TUN",NA,NA,NA,NA
"5492",2001,"9.7857",NA,"TUN",NA,NA,NA,NA
"5493",2000,"9.6992",0.692709,"TUN",NA,NA,NA,NA
"5494",1999,"9.60374",NA,"TUN",NA,NA,NA,NA
"5495",1998,"9.4994",NA,"TUN",NA,NA,NA,NA
"5496",1997,"9.38415",NA,"TUN",NA,NA,NA,NA
"5497",1996,"9.25604",NA,"TUN",NA,NA,NA,NA
"5498",1995,"9.11398",0.590904,"TUN",NA,NA,NA,NA
"5499",1994,"8.9566",NA,"TUN",NA,NA,NA,NA
"5500",1993,"8.78489",NA,"TUN",NA,NA,NA,NA
"5501",1992,"8.60323",NA,"TUN",NA,NA,NA,NA
"5502",1991,"8.41768",NA,"TUN",NA,NA,NA,NA
"5503",1990,"8.2328",0.446078,"TUN",NA,NA,NA,NA
"5504",1989,"8.05093",NA,"TUN",NA,NA,NA,NA
"5505",1988,"7.87146",NA,"TUN",NA,NA,NA,NA
"5506",1987,"7.69225",NA,"TUN",NA,NA,NA,NA
"5507",1986,"7.50976",NA,"TUN",NA,NA,NA,NA
"5508",1985,"7.32188",0.315503,"TUN",NA,NA,NA,NA
"5509",1984,"7.12794",NA,"TUN",NA,NA,NA,NA
"5510",1983,"6.93039",NA,"TUN",NA,NA,NA,NA
"5511",1982,"6.73396",NA,"TUN",NA,NA,NA,NA
"5512",1981,"6.54502",NA,"TUN",NA,NA,NA,NA
"5513",1980,"6.36817",NA,"TUN",NA,NA,NA,NA
"5514",2017,"80.745",NA,"TUR",NA,NA,NA,NA
"5515",2016,"79.5124",1.47856,"TUR",NA,NA,NA,NA
"5516",2015,"78.2715",1.37189,"TUR",NA,NA,NA,NA
"5517",2014,"77.0306",1.27415,"TUR",NA,NA,NA,NA
"5518",2013,"75.7873",1.17051,"TUR",NA,NA,NA,NA
"5519",2012,"74.5699",1.08892,"TUR",NA,NA,NA,NA
"5520",2011,"73.4095",1,"TUR",NA,NA,NA,NA
"5521",2010,"72.3269",0.939215,"TUR",NA,NA,NA,NA
"5522",2009,"71.3392",0.865106,"TUR",NA,NA,NA,NA
"5523",2008,"70.44",0.81421,"TUR",NA,NA,NA,NA
"5524",2007,"69.5973",0.737215,"TUR",NA,NA,NA,NA
"5525",2006,"68.7634",0.67786,"TUR",NA,NA,NA,NA
"5526",2005,"67.9034",0.618501,"TUR",NA,NA,NA,NA
"5527",2004,"67.0079",0.561567,"TUR",NA,NA,NA,NA
"5528",2003,"66.0858",0.507818,"TUR",NA,NA,NA,NA
"5529",2002,"65.1431",0.405294,"TUR",NA,NA,NA,NA
"5530",2001,"64.1915",NA,"TUR",NA,NA,NA,NA
"5531",2000,"63.2401",NA,"TUR",NA,NA,NA,NA
"5532",1999,"62.2873",NA,"TUR",NA,NA,NA,NA
"5533",1998,"61.3296",NA,"TUR",NA,NA,NA,NA
"5534",1997,"60.3725",NA,"TUR",NA,NA,NA,NA
"5535",1996,"59.4232",NA,"TUR",NA,NA,NA,NA
"5536",1995,"58.4864",NA,"TUR",NA,NA,NA,NA
"5537",1994,"57.5641",0.00607751,"TUR",NA,NA,NA,NA
"5538",1993,"56.6537",NA,"TUR",NA,NA,NA,NA
"5539",1992,"55.7489",NA,"TUR",NA,NA,NA,NA
"5540",1991,"54.8405",NA,"TUR",NA,NA,NA,NA
"5541",1990,"53.9217",NA,"TUR",NA,NA,NA,NA
"5542",1989,"52.9924",NA,"TUR",NA,NA,NA,NA
"5543",1988,"52.0537",NA,"TUR",NA,NA,NA,NA
"5544",1987,"51.1009",0.000138629,"TUR",NA,NA,NA,NA
"5545",1986,"50.1285",NA,"TUR",NA,NA,NA,NA
"5546",1985,"49.1339",NA,"TUR",NA,NA,NA,NA
"5547",1984,"48.1141",NA,"TUR",NA,NA,NA,NA
"5548",1983,"47.0734",NA,"TUR",NA,NA,NA,NA
"5549",1982,"46.0254",NA,"TUR",NA,NA,NA,NA
"5550",1981,"44.9884",NA,"TUR",NA,NA,NA,NA
"5551",1980,"43.9759",NA,"TUR",NA,NA,NA,NA
"5552",2017,"5.758",NA,"TKM",NA,NA,NA,NA
"5553",2016,"5.66254",NA,"TKM",NA,NA,NA,NA
"5554",2015,"5.56528",NA,"TKM",NA,NA,NA,NA
"5555",2014,"5.46624",NA,"TKM",NA,NA,NA,NA
"5556",2013,"5.36628",NA,"TKM",NA,NA,NA,NA
"5557",2012,"5.26784",NA,"TKM",NA,NA,NA,NA
"5558",2011,"5.17406",NA,"TKM",NA,NA,NA,NA
"5559",2010,"5.08721",NA,"TKM",NA,NA,NA,NA
"5560",2009,"5.00795",NA,"TKM",NA,NA,NA,NA
"5561",2008,"4.93576",NA,"TKM",NA,NA,NA,NA
"5562",2007,"4.87014",NA,"TKM",NA,NA,NA,NA
"5563",2006,"4.81011",NA,"TKM",NA,NA,NA,NA
"5564",2005,"4.75464",NA,"TKM",NA,NA,NA,NA
"5565",2004,"4.7034",NA,"TKM",NA,NA,NA,NA
"5566",2003,"4.65574",NA,"TKM",NA,NA,NA,NA
"5567",2002,"4.61",NA,"TKM",NA,NA,NA,NA
"5568",2001,"4.56408",NA,"TKM",NA,NA,NA,NA
"5569",2000,"4.51613",NA,"TKM",NA,NA,NA,NA
"5570",1999,"4.46613",NA,"TKM",NA,NA,NA,NA
"5571",1998,"4.41348",0.354126,"TKM",NA,NA,NA,NA
"5572",1997,"4.35511",NA,"TKM",NA,NA,NA,NA
"5573",1996,"4.28734",NA,"TKM",NA,NA,NA,NA
"5574",1995,"4.20784",NA,"TKM",NA,NA,NA,NA
"5575",1994,"4.1151",NA,"TKM",NA,NA,NA,NA
"5576",1993,"4.01079",NA,"TKM",NA,NA,NA,NA
"5577",1992,"3.89984",NA,"TKM",NA,NA,NA,NA
"5578",1991,"3.78919",NA,"TKM",NA,NA,NA,NA
"5579",1990,"3.68397",NA,"TKM",NA,NA,NA,NA
"5580",1989,"3.58587",NA,"TKM",NA,NA,NA,NA
"5581",1988,"3.49389",NA,"TKM",NA,NA,NA,NA
"5582",1987,"3.40732",NA,"TKM",NA,NA,NA,NA
"5583",1986,"3.32446",NA,"TKM",NA,NA,NA,NA
"5584",1985,"3.24402",NA,"TKM",NA,NA,NA,NA
"5585",1984,"3.16622",NA,"TKM",NA,NA,NA,NA
"5586",1983,"3.09151",NA,"TKM",NA,NA,NA,NA
"5587",1982,"3.01907",NA,"TKM",NA,NA,NA,NA
"5588",1981,"2.94778",NA,"TKM",NA,NA,NA,NA
"5589",1980,"2.87681",NA,"TKM",NA,NA,NA,NA
"5590",2017,"0.011",NA,"TUV",NA,NA,NA,NA
"5591",2016,"0.011097",NA,"TUV",NA,NA,NA,NA
"5592",2015,"0.011001",NA,"TUV",NA,NA,NA,NA
"5593",2014,"0.010908",NA,"TUV",NA,NA,NA,NA
"5594",2013,"0.010819",NA,"TUV",NA,NA,NA,NA
"5595",2012,"0.010725",NA,"TUV",NA,NA,NA,NA
"5596",2011,"0.010628",NA,"TUV",NA,NA,NA,NA
"5597",2010,"0.010531",0.995018,"TUV",NA,NA,NA,NA
"5598",2009,"0.010441",NA,"TUV",NA,NA,NA,NA
"5599",2008,"0.01034",NA,"TUV",NA,NA,NA,NA
"5600",2007,"0.010243",NA,"TUV",NA,NA,NA,NA
"5601",2006,"0.010137",NA,"TUV",NA,NA,NA,NA
"5602",2005,"0.010027",NA,"TUV",NA,NA,NA,NA
"5603",2004,"0.009894",NA,"TUV",NA,NA,NA,NA
"5604",2003,"0.009767",NA,"TUV",NA,NA,NA,NA
"5605",2002,"0.009635",NA,"TUV",NA,NA,NA,NA
"5606",2001,"0.009512",NA,"TUV",NA,NA,NA,NA
"5607",2000,"0.00942",NA,"TUV",NA,NA,NA,NA
"5608",1999,"0.009345",NA,"TUV",NA,NA,NA,NA
"5609",1998,"0.009306",NA,"TUV",NA,NA,NA,NA
"5610",1997,"0.009277",NA,"TUV",NA,NA,NA,NA
"5611",1996,"0.009256",NA,"TUV",NA,NA,NA,NA
"5612",1995,"0.00923",NA,"TUV",NA,NA,NA,NA
"5613",1994,"0.00919",NA,"TUV",NA,NA,NA,NA
"5614",1993,"0.009156",NA,"TUV",NA,NA,NA,NA
"5615",1992,"0.009109",NA,"TUV",NA,NA,NA,NA
"5616",1991,"0.009053",NA,"TUV",NA,NA,NA,NA
"5617",1990,"0.009003",NA,"TUV",NA,NA,NA,NA
"5618",1989,"0.008947",NA,"TUV",NA,NA,NA,NA
"5619",1988,"0.008883",NA,"TUV",NA,NA,NA,NA
"5620",1987,"0.00882",NA,"TUV",NA,NA,NA,NA
"5621",1986,"0.008747",NA,"TUV",NA,NA,NA,NA
"5622",1985,"0.00865",NA,"TUV",NA,NA,NA,NA
"5623",1984,"0.00853",NA,"TUV",NA,NA,NA,NA
"5624",1983,"0.008413",NA,"TUV",NA,NA,NA,NA
"5625",1982,"0.008284",NA,"TUV",NA,NA,NA,NA
"5626",1981,"0.008154",NA,"TUV",NA,NA,NA,NA
"5627",1980,"0.008052",NA,"TUV",NA,NA,NA,NA
"5628",2017,"42.863",NA,"UGA",NA,NA,NA,NA
"5629",2016,"41.488",1.39268,"UGA",NA,NA,NA,NA
"5630",2015,"40.1449",NA,"UGA",NA,NA,NA,NA
"5631",2014,"38.8333",NA,"UGA",NA,NA,NA,NA
"5632",2013,"37.5537",NA,"UGA",NA,NA,NA,NA
"5633",2012,"36.3068",1.15166,"UGA",NA,NA,NA,NA
"5634",2011,"35.0936",NA,"UGA",NA,NA,NA,NA
"5635",2010,"33.9151",NA,"UGA",NA,NA,NA,NA
"5636",2009,"32.7719",0.823177,"UGA",NA,NA,NA,NA
"5637",2008,"31.6639",NA,"UGA",NA,NA,NA,NA
"5638",2007,"30.5905",NA,"UGA",NA,NA,NA,NA
"5639",2006,"29.5507",NA,"UGA",NA,NA,NA,NA
"5640",2005,"28.5439",0.575355,"UGA",NA,NA,NA,NA
